final_return,max_drawdown
1747.1648507345624,-21.59990651923285
1747.1648507345594,-20.983683547948957
1747.1648507345626,-25.880239947068674
1747.164850734568,-21.75253108478271
1747.164850734567,-12.104936910321209
1747.164850734565,-14.35949868324553
1747.1648507345656,-19.508482457902833
1747.1648507345635,-16.462304687358564
1747.1648507345642,-15.610415378791265
1747.1648507345637,-13.33791172172751
1747.1648507345683,-14.657772125336871
1747.164850734568,-35.01006045887589
1747.1648507345606,-18.289618438333243
1747.1648507345656,-51.28818152115821
1747.1648507345656,-14.49873300237329
1747.1648507345656,-27.29455944743247
1747.164850734567,-26.45038558927023
1747.1648507345667,-22.869262261265625
1747.1648507345626,-19.880827122071583
1747.1648507345649,-16.33821128126438
1747.164850734568,-18.99891529935977
1747.164850734562,-24.666168441825487
1747.1648507345642,-19.657196540512935
1747.1648507345585,-37.55463505826875
1747.164850734561,-21.973828432802964
1747.16485073457,-27.531246087168594
1747.164850734563,-18.06640155119944
1747.1648507345635,-30.6117109010623
1747.1648507345737,-32.55993205150138
1747.164850734565,-26.975489226958338
1747.164850734563,-21.396567279633224
1747.1648507345612,-13.458563553814159
1747.1648507345649,-10.949771424533559
1747.1648507345715,-46.0171028010564
1747.1648507345635,-21.322200719391518
1747.1648507345594,-19.293518027101744
1747.1648507345642,-31.166050609442607
1747.1648507345674,-12.573411925790994
1747.1648507345708,-18.428794560880355
1747.164850734565,-24.76457407985603
1747.1648507345617,-19.090858686194416
1747.1648507345674,-22.93384557821713
1747.164850734569,-33.1879723800004
1747.164850734563,-12.44309592739565
1747.164850734562,-24.29394273126459
1747.1648507345649,-17.59253128395185
1747.1648507345656,-25.37611907429963
1747.1648507345676,-21.101982399620006
1747.164850734562,-20.959165744947704
1747.1648507345662,-16.253544659279743
1747.164850734573,-12.492962429901011
1747.1648507345585,-18.573066259342696
1747.1648507345658,-15.090765461848644
1747.1648507345706,-15.902329838245647
1747.1648507345635,-42.69177475284152
1747.1648507345676,-57.35603686719018
1747.1648507345724,-23.249492051153318
1747.1648507345674,-10.817952199591154
1747.164850734562,-23.098606047148138
1747.1648507345635,-40.77829966525837
1747.1648507345656,-24.205871203743914
1747.1648507345599,-21.844107968683847
1747.1648507345617,-35.684502572929624
1747.164850734567,-16.88457321040416
1747.1648507345724,-31.407424656897575
